,index,summary,sentiment,sentiment_writing,Article_without_stopwords,After_lemmatization,pos_tags,senti_score,sentiment_class_swn
35,9824,"The article discusses the aftermath of fighting that broke out in Juba, South Sudan in mid-December. Children living in orphanages and displaced from their homes experienced traumatic events during the unrest, with many witnessing the killing of loved ones or being recruited into armed groups. Although a ceasefire agreement was signed, violence continues in parts of the country. Children remain deeply affected by the events, with many displaying signs of trauma such as fear of going outside or hiding at the sound of gunshots. The United Nations and NGOs are trying to help these children by setting up child-friendly spaces, tracing separated families, and providing basic education facilities.",-1,0,article discusses aftermath fighting broke juba south sudan mid december children living orphanages displaced homes experienced traumatic events unrest many witnessing killing loved ones recruited armed groups althoughceasefire agreement signed violence continues parts country children remain deeply affected events many displaying signs trauma fear going outside hiding sound gunshots united nations ngos trying help children setting child friendly spaces tracing separated families providing basic education facilities ,discus aftermath fighting broke juba south sudan mid december child living orphanage displaced home experienced traumatic event unrest many witnessing killing loved one recruited armed group althoughceasefire agreement signed violence continues part country child remain deeply affected event many displaying sign trauma fear going outside hiding sound gunshot united nation ngo trying help child setting child friendly space tracing separated family providing basic education facility ,"[('discus', 'NN'), ('aftermath', 'NN'), ('fighting', 'VBG'), ('broke', 'VBD'), ('juba', 'NNS'), ('south', 'JJ'), ('sudan', 'NN'), ('mid', 'NN'), ('december', 'NNP'), ('child', 'NN'), ('living', 'VBG'), ('orphanage', 'NN'), ('displaced', 'VBD'), ('home', 'NN'), ('experienced', 'VBN'), ('traumatic', 'JJ'), ('event', 'NN'), ('unrest', 'JJS'), ('many', 'JJ'), ('witnessing', 'VBG'), ('killing', 'VBG'), ('loved', 'VBD'), ('one', 'CD'), ('recruited', 'VBN'), ('armed', 'VBN'), ('group', 'NN'), ('althoughceasefire', 'NN'), ('agreement', 'NN'), ('signed', 'VBD'), ('violence', 'NN'), ('continues', 'VBZ'), ('part', 'NN'), ('country', 'NN'), ('child', 'NN'), ('remain', 'VBP'), ('deeply', 'RB'), ('affected', 'JJ'), ('event', 'NN'), ('many', 'JJ'), ('displaying', 'VBG'), ('sign', 'NN'), ('trauma', 'NN'), ('fear', 'NN'), ('going', 'VBG'), ('outside', 'IN'), ('hiding', 'VBG'), ('sound', 'JJ'), ('gunshot', 'JJ'), ('united', 'JJ'), ('nation', 'NN'), ('ngo', 'NN'), ('trying', 'VBG'), ('help', 'NN'), ('child', 'VB'), ('setting', 'VBG'), ('child', 'JJ'), ('friendly', 'JJ'), ('space', 'NN'), ('tracing', 'VBG'), ('separated', 'VBN'), ('family', 'NN'), ('providing', 'VBG'), ('basic', 'JJ'), ('education', 'NN'), ('facility', 'NN')]",-0.125,Negative
36,10163,"The article discusses the arrest of 30 young men in Rumbek, Lakes state in South Sudan for watching football on TV in a market. The legal basis for the arrests is unclear but the men were sentenced to either 1 or 2 months in prison. The arrests were criticized as a setback and assault on freedom of youth civilisation. Insecurity has also increased in Lakes state due to violence between rival clans and the poor relationship between the administration and the people of Lakes state.",-1,0,article discusses arrest 30 young men rumbek lakes state south sudan watching football tv inmarket legal basis arrests unclear men sentenced either 1 2 months prison arrests criticized assetback assault freedom youth civilisation insecurity also increased lakes state due violence rival clans poor relationship administration people lakes state ,discus arrest young men rumbek lake state south sudan watching football inmarket legal basis arrest unclear men sentenced either month prison arrest criticized assetback assault freedom youth civilisation insecurity also increased lake state due violence rival clan poor relationship administration people lake state ,"[('discus', 'NN'), ('arrest', 'NN'), ('young', 'JJ'), ('men', 'NNS'), ('rumbek', 'VB'), ('lake', 'NN'), ('state', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('watching', 'VBG'), ('football', 'NN'), ('inmarket', 'NN'), ('legal', 'JJ'), ('basis', 'NN'), ('arrest', 'NN'), ('unclear', 'JJ'), ('men', 'NNS'), ('sentenced', 'VBD'), ('either', 'CC'), ('month', 'NN'), ('prison', 'NN'), ('arrest', 'NN'), ('criticized', 'VBN'), ('assetback', 'RB'), ('assault', 'NN'), ('freedom', 'NN'), ('youth', 'NN'), ('civilisation', 'NN'), ('insecurity', 'NN'), ('also', 'RB'), ('increased', 'VBD'), ('lake', 'JJ'), ('state', 'NN'), ('due', 'JJ'), ('violence', 'NN'), ('rival', 'JJ'), ('clan', 'NN'), ('poor', 'JJ'), ('relationship', 'NN'), ('administration', 'NN'), ('people', 'NNS'), ('lake', 'VBP'), ('state', 'NN')]",-0.375,Negative
37,10257,"The article discusses the call made by Nancy Lindborg, a top USAID official, for leaders on both sides of the conflict in South Sudan to ensure that aid reaches millions of people in the country who are in desperate need. Reports suggest that supplies are being blocked or confiscated by government and rebel troops, and humanitarian aid workers are being harassed and forced to pay bribes. The conflict has resulted in over a million people being displaced and more than a third of the population being at risk of food insecurity. The USAID has shifted its focus from providing development funds to providing emergency aid to save lives. Lindborg faulted the leadership in South Sudan for failing to keep the country on the pathway to development and urged officials to work with the media rather than constrain journalists from reporting on the conflict.",-1,0,article discusses call made nancy lindborgtop usaid official leaders sides conflict south sudan ensure aid reaches millions people country desperate need reports suggest supplies blocked confiscated government rebel troops humanitarian aid workers harassed forced pay bribes conflict resulted overmillion people displaced thanthird population risk food insecurity usaid shifted focus providing development funds providing emergency aid save lives lindborg faulted leadership south sudan failing keep country pathway development urged officials work media rather constrain journalists reporting conflict ,discus call made nancy lindborgtop usaid official leader side conflict south sudan ensure aid reach million people country desperate need report suggest supply blocked confiscated government rebel troop humanitarian aid worker harassed forced pay bribe conflict resulted overmillion people displaced thanthird population risk food insecurity usaid shifted focus providing development fund providing emergency aid save life lindborg faulted leadership south sudan failing keep country pathway development urged official work medium rather constrain journalist reporting conflict ,"[('discus', 'NN'), ('call', 'NN'), ('made', 'VBD'), ('nancy', 'NN'), ('lindborgtop', 'NN'), ('usaid', 'JJ'), ('official', 'JJ'), ('leader', 'NN'), ('side', 'NN'), ('conflict', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('ensure', 'VB'), ('aid', 'NN'), ('reach', 'NN'), ('million', 'CD'), ('people', 'NNS'), ('country', 'NN'), ('desperate', 'JJ'), ('need', 'VBP'), ('report', 'NN'), ('suggest', 'VBP'), ('supply', 'NN'), ('blocked', 'VBN'), ('confiscated', 'JJ'), ('government', 'NN'), ('rebel', 'NN'), ('troop', 'NN'), ('humanitarian', 'JJ'), ('aid', 'NN'), ('worker', 'NN'), ('harassed', 'VBD'), ('forced', 'JJ'), ('pay', 'NN'), ('bribe', 'NN'), ('conflict', 'NN'), ('resulted', 'VBD'), ('overmillion', 'NN'), ('people', 'NNS'), ('displaced', 'VBD'), ('thanthird', 'JJ'), ('population', 'NN'), ('risk', 'NN'), ('food', 'NN'), ('insecurity', 'NN'), ('usaid', 'NN'), ('shifted', 'VBD'), ('focus', 'RB'), ('providing', 'VBG'), ('development', 'NN'), ('fund', 'NN'), ('providing', 'VBG'), ('emergency', 'NN'), ('aid', 'NN'), ('save', 'VBP'), ('life', 'NN'), ('lindborg', 'NN'), ('faulted', 'VBD'), ('leadership', 'NN'), ('south', 'JJ'), ('sudan', 'NN'), ('failing', 'VBG'), ('keep', 'JJ'), ('country', 'NN'), ('pathway', 'NN'), ('development', 'NN'), ('urged', 'VBD'), ('official', 'JJ'), ('work', 'NN'), ('medium', 'NN'), ('rather', 'RB'), ('constrain', 'JJ'), ('journalist', 'NN'), ('reporting', 'NN'), ('conflict', 'NN')]",-1.25,Negative
38,10342,"The article discusses the urgent need for immediate action and support to save thousands of South Sudanese who have been severely affected by the ongoing conflict. The UN, USAID, and EU leaders appealed for an end to the fighting, humanitarian funding, and respect for International Humanitarian Law. The country is on the brink of famine, and millions of people are at risk of severe food insecurity. Heavy rains and flooding could strain emergency aid efforts further. The United States remains the leading donor of humanitarian assistance to South Sudan.",-1,0,article discusses urgent need immediate action support save thousands south sudanese severely affected ongoing conflict un usaid eu leaders appealed end fighting humanitarian funding respect international humanitarian law country brink famine millions people risk severe food insecurity heavy rains flooding could strain emergency aid efforts united states remains leading donor humanitarian assistance south sudan ,discus urgent need immediate action support save thousand south sudanese severely affected ongoing conflict usaid leader appealed end fighting humanitarian funding respect international humanitarian law country brink famine million people risk severe food insecurity heavy rain flooding could strain emergency aid effort united state remains leading donor humanitarian assistance south sudan ,"[('discus', 'NN'), ('urgent', 'JJ'), ('need', 'NN'), ('immediate', 'JJ'), ('action', 'NN'), ('support', 'NN'), ('save', 'VBP'), ('thousand', 'CD'), ('south', 'JJ'), ('sudanese', 'JJ'), ('severely', 'RB'), ('affected', 'VBD'), ('ongoing', 'JJ'), ('conflict', 'NN'), ('usaid', 'JJ'), ('leader', 'NN'), ('appealed', 'VBD'), ('end', 'NN'), ('fighting', 'VBG'), ('humanitarian', 'JJ'), ('funding', 'NN'), ('respect', 'NN'), ('international', 'JJ'), ('humanitarian', 'JJ'), ('law', 'NN'), ('country', 'NN'), ('brink', 'VBP'), ('famine', 'JJ'), ('million', 'CD'), ('people', 'NNS'), ('risk', 'VBP'), ('severe', 'JJ'), ('food', 'NN'), ('insecurity', 'NN'), ('heavy', 'JJ'), ('rain', 'NN'), ('flooding', 'NN'), ('could', 'MD'), ('strain', 'VB'), ('emergency', 'NN'), ('aid', 'NN'), ('effort', 'NN'), ('united', 'JJ'), ('state', 'NN'), ('remains', 'VBZ'), ('leading', 'VBG'), ('donor', 'JJ'), ('humanitarian', 'JJ'), ('assistance', 'NN'), ('south', 'NN'), ('sudan', 'NN')]",0.25,Positive
39,11067,"The article discusses President Uhuru Kenyatta's meeting with South Sudanese opposition leader Riek Machar in Nairobi, where the two leaders discussed the need for inclusion of all stakeholders in achieving a better system of governance in South Sudan. President Kenyatta encouraged both parties to remain committed to negotiation and reach an agreement for the formation of a transitional government of national unity.",0,0,article discusses president uhuru kenyattameeting south sudanese opposition leader riek machar nairobi two leaders discussed need inclusion stakeholders achievingbetter system governance south sudan president kenyatta encouraged parties remain committed negotiation reach agreement formation oftransitional government national unity ,discus president uhuru kenyattameeting south sudanese opposition leader riek machar nairobi two leader discussed need inclusion stakeholder achievingbetter system governance south sudan president kenyatta encouraged party remain committed negotiation reach agreement formation oftransitional government national unity ,"[('discus', 'NN'), ('president', 'NN'), ('uhuru', 'JJ'), ('kenyattameeting', 'NN'), ('south', 'JJ'), ('sudanese', 'JJ'), ('opposition', 'NN'), ('leader', 'NN'), ('riek', 'NN'), ('machar', 'FW'), ('nairobi', 'JJ'), ('two', 'CD'), ('leader', 'NN'), ('discussed', 'VBD'), ('need', 'JJ'), ('inclusion', 'NN'), ('stakeholder', 'VB'), ('achievingbetter', 'NN'), ('system', 'NN'), ('governance', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('president', 'NN'), ('kenyatta', 'NNP'), ('encouraged', 'VBD'), ('party', 'NN'), ('remain', 'NN'), ('committed', 'JJ'), ('negotiation', 'NN'), ('reach', 'NN'), ('agreement', 'NN'), ('formation', 'NN'), ('oftransitional', 'JJ'), ('government', 'NN'), ('national', 'JJ'), ('unity', 'NN')]",0.25,Positive
40,13354,"The article discusses the need for United Nations peacekeepers to continue providing protections for civilians in various locations within South Sudan as the country recovers from a year-long conflict between President Salva Kiir and his former deputy, Riek Machar. The UN Mission is commended for their efforts in maintaining the mandate to protect civilians both inside and outside of UN camps.",0,0,article discusses need united nations peacekeepers continue providing protections civilians various locations within south sudan country recovers fromyear long conflict president salva kiir former deputy riek machar un mission commended efforts maintaining mandate protect civilians inside outside un camps ,discus need united nation peacekeeper continue providing protection civilian various location within south sudan country recovers fromyear long conflict president salva kiir former deputy riek machar mission commended effort maintaining mandate protect civilian inside outside camp ,"[('discus', 'NN'), ('need', 'MD'), ('united', 'JJ'), ('nation', 'NN'), ('peacekeeper', 'NN'), ('continue', 'VBP'), ('providing', 'VBG'), ('protection', 'NN'), ('civilian', 'JJ'), ('various', 'JJ'), ('location', 'NN'), ('within', 'IN'), ('south', 'JJ'), ('sudan', 'JJ'), ('country', 'NN'), ('recovers', 'NNS'), ('fromyear', 'VBP'), ('long', 'JJ'), ('conflict', 'NN'), ('president', 'NN'), ('salva', 'NN'), ('kiir', 'VBD'), ('former', 'JJ'), ('deputy', 'NN'), ('riek', 'NN'), ('machar', 'NN'), ('mission', 'NN'), ('commended', 'VBD'), ('effort', 'NN'), ('maintaining', 'VBG'), ('mandate', 'NN'), ('protect', 'NN'), ('civilian', 'JJ'), ('inside', 'IN'), ('outside', 'IN'), ('camp', 'NN')]",-0.5,Negative
41,13603,"The article discusses the visit made by the Secretary-General's Special Representative and the Director-General of the International Organization for Migration to Bentiu in Unity state, South Sudan to assess the situation of the internally displaced persons and the efforts by the UN to protect civilians in the country. The mission also involves documenting crimes against civilians and holding accountable those who committed atrocities during the conflict. The International Organization for Migration oversaw the renovation of the Protection of Civilians site for the over 60,000 displaced civilians in Bentiu and the over 120,000 on sites around South Sudan.",0,0,article discusses visit made secretary generalspecial representative director general international organization migration bentiu unity state south sudan assess situation internally displaced persons efforts un protect civilians country mission also involves documenting crimes civilians holding accountable committed atrocities conflict international organization migration oversaw renovation protection civilians site 60 000 displaced civilians bentiu 120 000 sites around south sudan ,discus visit made secretary generalspecial representative director general international organization migration bentiu unity state south sudan ass situation internally displaced person effort protect civilian country mission also involves documenting crime civilian holding accountable committed atrocity conflict international organization migration oversaw renovation protection civilian site displaced civilian bentiu site around south sudan ,"[('discus', 'NN'), ('visit', 'NN'), ('made', 'VBD'), ('secretary', 'NN'), ('generalspecial', 'JJ'), ('representative', 'JJ'), ('director', 'NN'), ('general', 'JJ'), ('international', 'JJ'), ('organization', 'NN'), ('migration', 'NN'), ('bentiu', 'NN'), ('unity', 'NN'), ('state', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('ass', 'NN'), ('situation', 'NN'), ('internally', 'RB'), ('displaced', 'VBD'), ('person', 'NN'), ('effort', 'NN'), ('protect', 'VBP'), ('civilian', 'JJ'), ('country', 'NN'), ('mission', 'NN'), ('also', 'RB'), ('involves', 'VBZ'), ('documenting', 'VBG'), ('crime', 'NN'), ('civilian', 'JJ'), ('holding', 'VBG'), ('accountable', 'JJ'), ('committed', 'JJ'), ('atrocity', 'NN'), ('conflict', 'VBP'), ('international', 'JJ'), ('organization', 'NN'), ('migration', 'NN'), ('oversaw', 'VBD'), ('renovation', 'NN'), ('protection', 'NN'), ('civilian', 'JJ'), ('site', 'NN'), ('displaced', 'VBD'), ('civilian', 'JJ'), ('bentiu', 'NN'), ('site', 'NN'), ('around', 'IN'), ('south', 'JJ'), ('sudan', 'NN')]",-1.25,Negative
42,13704,"The article discusses how Sudanese President Omar Al-Bashir managed to leave South Africa in spite of a court order preventing this. The South African government confirmed that it would investigate the circumstances under which Al-Bashir left the country following a court order for his arrest in relation to an International Criminal Court warrant. The court ordered that South Africa must detain him to be handed over to the ICC, but minutes later State counsel William Mokhari SC said he had been informed that Al-Bashir had already left. The court requested that the government file an affidavit within seven days outlining the circumstances of Al-Bashir's departure.",-1,0,article discusses sudanese president omar al bashir managed leave south africa spite ofcourt order preventing south african government confirmed would investigate circumstances al bashir left country followingcourt order arrest relation international criminal court warrant court ordered south africa must detain handed icc minutes later state counsel william mokhari sc said informed al bashir already left court requested government file affidavit within seven days outlining circumstances al bashirdeparture ,discus sudanese president omar bashir managed leave south africa spite ofcourt order preventing south african government confirmed would investigate circumstance bashir left country followingcourt order arrest relation international criminal court warrant court ordered south africa must detain handed icc minute later state counsel william mokhari said informed bashir already left court requested government file affidavit within seven day outlining circumstance bashirdeparture ,"[('discus', 'VB'), ('sudanese', 'JJ'), ('president', 'NN'), ('omar', 'IN'), ('bashir', 'NN'), ('managed', 'VBN'), ('leave', 'VBP'), ('south', 'VBN'), ('africa', 'JJ'), ('spite', 'JJ'), ('ofcourt', 'NN'), ('order', 'NN'), ('preventing', 'VBG'), ('south', 'JJ'), ('african', 'JJ'), ('government', 'NN'), ('confirmed', 'VBD'), ('would', 'MD'), ('investigate', 'VB'), ('circumstance', 'NN'), ('bashir', 'NN'), ('left', 'VBD'), ('country', 'NN'), ('followingcourt', 'NN'), ('order', 'NN'), ('arrest', 'NN'), ('relation', 'NN'), ('international', 'JJ'), ('criminal', 'JJ'), ('court', 'NN'), ('warrant', 'NN'), ('court', 'NN'), ('ordered', 'VBD'), ('south', 'JJ'), ('africa', 'NN'), ('must', 'MD'), ('detain', 'VB'), ('handed', 'JJ'), ('icc', 'NN'), ('minute', 'NN'), ('later', 'RB'), ('state', 'NN'), ('counsel', 'NN'), ('william', 'NN'), ('mokhari', 'NN'), ('said', 'VBD'), ('informed', 'JJ'), ('bashir', 'NN'), ('already', 'RB'), ('left', 'VBD'), ('court', 'NN'), ('requested', 'JJ'), ('government', 'NN'), ('file', 'NN'), ('affidavit', 'NN'), ('within', 'IN'), ('seven', 'CD'), ('day', 'NN'), ('outlining', 'VBG'), ('circumstance', 'NN'), ('bashirdeparture', 'NN')]",-0.875,Negative
43,13902,"The article discusses President Obama's speech at the African Union in Addis Ababa, where he spoke both as the most powerful man in the world and as 'the son of an African'. He cited Africa's 'extraordinary progress' in the last few years and wants America to be a partner not a patron. He reached over the heads of the state to the African masses but also gave the heads of Africa's states some tough warnings. He criticised individual presidents, and even criticised his hosts, the Ethiopian government, for restricting journalists and legitimate opposition groups. He urged that corruption should end in Africa by calling for term limits and honest accounting by transnational companies making sure capital flows are properly accounted for. He also mentioned the failure of East Africa to open its borders to more trade. America's aim was to help Africa build its own capacity through initiatives such as Power Africa initiative to reduce the number of Africans without electricity.",0,0,article discusses president obamaspeech african union addis ababa spoke powerful man world son african cited africaextraordinary progress last years wants america bepartner notpatron reached heads state african masses also gave heads africastates tough warnings criticised individual presidents even criticised hosts ethiopian government restricting journalists legitimate opposition groups urged corruption end africa calling term limits honest accounting transnational companies making sure capital flows properly accounted also mentioned failure east africa open borders trade americaaim help africa build capacity initiatives power africa initiative reduce number africans without electricity ,discus president obamaspeech african union addis ababa spoke powerful man world son african cited africaextraordinary progress last year want america bepartner notpatron reached head state african mass also gave head africastates tough warning criticised individual president even criticised host ethiopian government restricting journalist legitimate opposition group urged corruption end africa calling term limit honest accounting transnational company making sure capital flow properly accounted also mentioned failure east africa open border trade americaaim help africa build capacity initiative power africa initiative reduce number african without electricity ,"[('discus', 'NN'), ('president', 'NN'), ('obamaspeech', 'JJ'), ('african', 'JJ'), ('union', 'NN'), ('addis', 'NN'), ('ababa', 'VBP'), ('spoke', 'NN'), ('powerful', 'JJ'), ('man', 'NN'), ('world', 'NN'), ('son', 'NN'), ('african', 'JJ'), ('cited', 'VBD'), ('africaextraordinary', 'JJ'), ('progress', 'NN'), ('last', 'JJ'), ('year', 'NN'), ('want', 'VBP'), ('america', 'NN'), ('bepartner', 'NN'), ('notpatron', 'NN'), ('reached', 'VBD'), ('head', 'NN'), ('state', 'NN'), ('african', 'JJ'), ('mass', 'NN'), ('also', 'RB'), ('gave', 'VBD'), ('head', 'NN'), ('africastates', 'NNS'), ('tough', 'JJ'), ('warning', 'NN'), ('criticised', 'VBN'), ('individual', 'JJ'), ('president', 'NN'), ('even', 'RB'), ('criticised', 'VBD'), ('host', 'NN'), ('ethiopian', 'JJ'), ('government', 'NN'), ('restricting', 'VBG'), ('journalist', 'NN'), ('legitimate', 'JJ'), ('opposition', 'NN'), ('group', 'NN'), ('urged', 'VBD'), ('corruption', 'NN'), ('end', 'NN'), ('africa', 'NN'), ('calling', 'VBG'), ('term', 'NN'), ('limit', 'NN'), ('honest', 'JJS'), ('accounting', 'VBG'), ('transnational', 'JJ'), ('company', 'NN'), ('making', 'VBG'), ('sure', 'JJ'), ('capital', 'NN'), ('flow', 'NN'), ('properly', 'RB'), ('accounted', 'VBD'), ('also', 'RB'), ('mentioned', 'VBN'), ('failure', 'NN'), ('east', 'NN'), ('africa', 'NN'), ('open', 'JJ'), ('border', 'NN'), ('trade', 'NN'), ('americaaim', 'NN'), ('help', 'NN'), ('africa', 'VB'), ('build', 'JJ'), ('capacity', 'NN'), ('initiative', 'JJ'), ('power', 'NN'), ('africa', 'NN'), ('initiative', 'JJ'), ('reduce', 'VB'), ('number', 'NN'), ('african', 'JJ'), ('without', 'IN'), ('electricity', 'NN')]",-1.5,Negative
44,14374,"The article discusses the implementation process of the Agreement on the Resolution of Crisis in South Sudan (ARCSS) in Juba and the opposition's concern with the government's decision to create 28 new states instead of the previously recognized 10. The Joint Monitoring and Evaluation Commission (JMEC) led by former President Festus Gontebanye Mogae of Botswana is overseeing the peace agreement. The article mentions several challenges to the implementation process including the political and military operation involved, the struggle for power within each group, and the country's overall political culture. There are concerns about internal fracturing within the opposition, and the U.S. government has declined to fund the return of the rebel army. The article concludes that Mogae will have to make tough calls to maintain integrity and ensure that individual and tribal interests do not hold the nation hostage.",0,0,article discusses implementation process agreement resolution crisis south sudan arcss juba oppositionconcern governmentdecision create 28 new states instead previously recognized 10 joint monitoring evaluation commission jmec led former president festus gontebanye mogae botswana overseeing peace agreement article mentions several challenges implementation process including political military operation involved struggle power within group countryoverall political culture concerns internal fracturing within opposition thes government declined fund return rebel army article concludes mogae make tough calls maintain integrity ensure individual tribal interests hold nation hostage ,discus implementation process agreement resolution crisis south sudan arc juba oppositionconcern governmentdecision create new state instead previously recognized joint monitoring evaluation commission jmec led former president festus gontebanye mogae botswana overseeing peace agreement article mention several challenge implementation process including political military operation involved struggle power within group countryoverall political culture concern internal fracturing within opposition thes government declined fund return rebel army article concludes mogae make tough call maintain integrity ensure individual tribal interest hold nation hostage ,"[('discus', 'VB'), ('implementation', 'NN'), ('process', 'NN'), ('agreement', 'NN'), ('resolution', 'NN'), ('crisis', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('arc', 'NN'), ('juba', 'NN'), ('oppositionconcern', 'JJ'), ('governmentdecision', 'NN'), ('create', 'VB'), ('new', 'JJ'), ('state', 'NN'), ('instead', 'RB'), ('previously', 'RB'), ('recognized', 'VBN'), ('joint', 'JJ'), ('monitoring', 'NN'), ('evaluation', 'NN'), ('commission', 'NN'), ('jmec', 'NN'), ('led', 'VBD'), ('former', 'JJ'), ('president', 'NN'), ('festus', 'NN'), ('gontebanye', 'NN'), ('mogae', 'NN'), ('botswana', 'IN'), ('overseeing', 'VBG'), ('peace', 'NN'), ('agreement', 'NN'), ('article', 'NN'), ('mention', 'NN'), ('several', 'JJ'), ('challenge', 'NN'), ('implementation', 'NN'), ('process', 'NN'), ('including', 'VBG'), ('political', 'JJ'), ('military', 'JJ'), ('operation', 'NN'), ('involved', 'VBN'), ('struggle', 'JJ'), ('power', 'NN'), ('within', 'IN'), ('group', 'NN'), ('countryoverall', 'VB'), ('political', 'JJ'), ('culture', 'NN'), ('concern', 'NN'), ('internal', 'JJ'), ('fracturing', 'NN'), ('within', 'IN'), ('opposition', 'NN'), ('thes', 'NNS'), ('government', 'NN'), ('declined', 'VBD'), ('fund', 'NN'), ('return', 'NN'), ('rebel', 'NN'), ('army', 'NN'), ('article', 'NN'), ('concludes', 'VBZ'), ('mogae', 'NNS'), ('make', 'VBP'), ('tough', 'JJ'), ('call', 'NN'), ('maintain', 'NN'), ('integrity', 'NN'), ('ensure', 'VB'), ('individual', 'JJ'), ('tribal', 'JJ'), ('interest', 'NN'), ('hold', 'NN'), ('nation', 'NN'), ('hostage', 'NN')]",-0.625,Negative
45,14567,"The article discusses Ethiopia's efforts to ensure peace and stability in the Horn Region by deploying peacekeeping forces to South Sudan, Abiye, Darfur and actively working towards bringing peace in the continent. Ethiopia's commitment to regional peace is commendable and must be backed by the international community. However, there are groups attempting to destabilize the country under the pretext of religion. The article emphasizes the need for all Ethiopians to come together to fight poverty instead of creating room for terrorists in the name of their religion. The existed religious tolerance and peaceful coexistence in the country should be maintained by the consolidated efforts of the believers, the government and the people.",1,0,article discusses ethiopiaefforts ensure peace stability horn region deploying peacekeeping forces south sudan abiye darfur actively working towards bringing peace continent ethiopiacommitment regional peace commendable must backed international community however groups attempting destabilize country pretext religion article emphasizes need ethiopians come together fight poverty instead creating room terrorists name religion existed religious tolerance peaceful coexistence country maintained consolidated efforts believers government people ,discus ethiopiaefforts ensure peace stability horn region deploying peacekeeping force south sudan abiye darfur actively working towards bringing peace continent ethiopiacommitment regional peace commendable must backed international community however group attempting destabilize country pretext religion article emphasizes need ethiopian come together fight poverty instead creating room terrorist name religion existed religious tolerance peaceful coexistence country maintained consolidated effort believer government people ,"[('discus', 'NN'), ('ethiopiaefforts', 'VBZ'), ('ensure', 'VB'), ('peace', 'NN'), ('stability', 'NN'), ('horn', 'JJ'), ('region', 'NN'), ('deploying', 'VBG'), ('peacekeeping', 'VBG'), ('force', 'NN'), ('south', 'JJ'), ('sudan', 'JJ'), ('abiye', 'NN'), ('darfur', 'NN'), ('actively', 'RB'), ('working', 'VBG'), ('towards', 'NNS'), ('bringing', 'VBG'), ('peace', 'NN'), ('continent', 'NN'), ('ethiopiacommitment', 'JJ'), ('regional', 'JJ'), ('peace', 'NN'), ('commendable', 'JJ'), ('must', 'MD'), ('backed', 'VB'), ('international', 'JJ'), ('community', 'NN'), ('however', 'RB'), ('group', 'NN'), ('attempting', 'VBG'), ('destabilize', 'JJ'), ('country', 'NN'), ('pretext', 'NN'), ('religion', 'NN'), ('article', 'NN'), ('emphasizes', 'VBZ'), ('need', 'VBP'), ('ethiopian', 'JJ'), ('come', 'VB'), ('together', 'RB'), ('fight', 'JJ'), ('poverty', 'NN'), ('instead', 'RB'), ('creating', 'VBG'), ('room', 'NN'), ('terrorist', 'NN'), ('name', 'NN'), ('religion', 'NN'), ('existed', 'VBD'), ('religious', 'JJ'), ('tolerance', 'NN'), ('peaceful', 'JJ'), ('coexistence', 'NN'), ('country', 'NN'), ('maintained', 'VBD'), ('consolidated', 'JJ'), ('effort', 'NN'), ('believer', 'JJ'), ('government', 'NN'), ('people', 'NNS')]",0.5,Positive
